nH	N	vr	sym
1	17	5000	True
0.695	1.000000	0.948282	0.817740	0.661444	0.524233	0.426114	0.367335	0.338844	0.330758	0.338844	0.367335	0.426114	0.524233	0.661444	0.817740	0.948282	1.000000
0.700	1.000000	0.947550	0.815292	0.657227	0.518769	0.419992	0.360966	0.332439	0.324361	0.332439	0.360966	0.419992	0.518769	0.657227	0.815292	0.947550	1.000000
0.705	1.000000	0.946812	0.812832	0.652998	0.513302	0.413878	0.354617	0.326062	0.317997	0.326062	0.354617	0.413878	0.513302	0.652998	0.812832	0.946812	1.000000
0.710	1.000000	0.946070	0.810359	0.648756	0.507832	0.407774	0.348290	0.319714	0.311666	0.319714	0.348290	0.407774	0.507832	0.648756	0.810359	0.946070	1.000000
0.715	1.000000	0.945323	0.807874	0.644502	0.502360	0.401680	0.341986	0.313398	0.305368	0.313398	0.341986	0.401680	0.502360	0.644502	0.807874	0.945323	1.000000
0.720	1.000000	0.944571	0.805377	0.640237	0.496885	0.395598	0.335704	0.307113	0.299105	0.307113	0.335704	0.395598	0.496885	0.640237	0.805377	0.944571	1.000000
0.725	1.000000	0.943814	0.802868	0.635961	0.491409	0.389527	0.329447	0.300861	0.292878	0.300861	0.329447	0.389527	0.491409	0.635961	0.802868	0.943814	1.000000
0.730	1.000000	0.943052	0.800346	0.631674	0.485933	0.383469	0.323215	0.294642	0.286688	0.294642	0.323215	0.383469	0.485933	0.631674	0.800346	0.943052	1.000000
0.735	1.000000	0.942286	0.797813	0.627376	0.480456	0.377425	0.317008	0.288459	0.280536	0.288459	0.317008	0.377425	0.480456	0.627376	0.797813	0.942286	1.000000
0.740	1.000000	0.941515	0.795269	0.623068	0.474979	0.371394	0.310829	0.282310	0.274422	0.282310	0.310829	0.371394	0.474979	0.623068	0.795269	0.941515	1.000000
0.745	1.000000	0.940739	0.792712	0.618750	0.469503	0.365379	0.304676	0.276198	0.268348	0.276198	0.304676	0.365379	0.469503	0.618750	0.792712	0.940739	1.000000
0.750	1.000000	0.939958	0.790144	0.614422	0.464029	0.359379	0.298552	0.270124	0.262315	0.270124	0.298552	0.359379	0.464029	0.614422	0.790144	0.939958	1.000000
0.755	1.000000	0.939173	0.787565	0.610085	0.458557	0.353395	0.292458	0.264087	0.256323	0.264087	0.292458	0.353395	0.458557	0.610085	0.787565	0.939173	1.000000
0.760	1.000000	0.938383	0.784974	0.605739	0.453087	0.347429	0.286393	0.258090	0.250374	0.258090	0.286393	0.347429	0.453087	0.605739	0.784974	0.938383	1.000000
0.765	1.000000	0.937588	0.782372	0.601384	0.447620	0.341480	0.280359	0.252133	0.244468	0.252133	0.280359	0.341480	0.447620	0.601384	0.782372	0.937588	1.000000
0.770	1.000000	0.936788	0.779759	0.597021	0.442156	0.335549	0.274356	0.246216	0.238606	0.246216	0.274356	0.335549	0.442156	0.597021	0.779759	0.936788	1.000000
